Product ID,Category,Name,Brand,Price/RS,Expiry Date,Supplier,supplier ph No:,supplier Email:,Stock Quantity,Block Name,Rack No,Session,Discount%
P041,Rice,Ponni Rice SmartBuy,SmartBuy,491,03-03-2027,Green Farms,9881106154,greenfarms@suppliermail.com,394,B,4,Rice,10
P042,Rice,Brown Rice Fresh Farm,Fresh Farm,385,02-09-2027,City Wholesale,9811169137,citywholesale@suppliermail.com,53,B,4,Rice,10
P043,Rice,Ponni Rice SmartBuy,SmartBuy,485,28-08-2027,City Wholesale,9887929624,citywholesale@suppliermail.com,147,B,4,Rice,10
P044,Rice,Sona Masoori Premium,Premium,496,18-10-2027,Fresh Foods,9823300065,freshfoods@suppliermail.com,363,B,4,Rice,10
P045,Cooking oil,Coconut Oil Daily Choice,Daily Choice,989,28-04-2027,Nova Suppliers,9849732231,novasuppliers@suppliermail.com,73,B,4,Cooking Oils,10
P046,Cooking oil,Coconut Oil Naga,Naga,815,08-03-2027,Fresh Foods,9819621028,freshfoods@suppliermail.com,356,B,4,Cooking Oils,10
P047,Cooking oil,Sunflower Oil Daily Choice,Daily Choice,402,26-12-2027,Fresh Foods,9814736831,freshfoods@suppliermail.com,345,B,4,Cooking Oils,10
P048,Cooking oil,Coconut Oil Fresh Farm,Fresh Farm,765,20-08-2027,Fresh Foods,9856372098,freshfoods@suppliermail.com,296,B,4,Cooking Oils,10
P049,Cooking oil,Coconut Oil Naga,Naga,341,18-05-2027,Fresh Foods,9819350998,freshfoods@suppliermail.com,256,B,4,Cooking Oils,10
P050,Cooking oil,Coconut Oil Daily Choice,Daily Choice,126,15-02-2027,Green Farms,9851124114,greenfarms@suppliermail.com,260,B,4,Cooking Oils,10
P051,Cooking oil,Rice Bran Oil Naga,Naga,393,24-03-2027,City Wholesale,9843132948,citywholesale@suppliermail.com,129,B,4,Cooking Oils,10
P052,Cooking oil,Sesame Oil Fresh Farm,Fresh Farm,320,12-09-2027,ABC Traders,9841604348,abctraders@suppliermail.com,100,B,4,Cooking Oils,10
P053,Masala,Turmeric Naga,Naga,533,11-04-2027,South Agro,9887562172,southagro@suppliermail.com,418,B,5,Recipe & Masalas,10
P054,Masala,Garam Masala Premium,Premium,161,21-08-2027,Nova Suppliers,9892295286,novasuppliers@suppliermail.com,220,B,5,Recipe & Masalas,10
P055,Masala,Turmeric Amul,Amul,538,19-08-2027,ABC Traders,9813769670,abctraders@suppliermail.com,26,B,5,Recipe & Masalas,10
P056,Masala,Pepper Fortune,Fortune,356,22-01-2027,Fresh Foods,9886733905,freshfoods@suppliermail.com,300,B,5,Recipe & Masalas,10
P057,Masala,Coriander Powder Premium,Premium,999,28-01-2027,Fresh Foods,9824853880,freshfoods@suppliermail.com,453,B,5,Recipe & Masalas,10
P058,Masala,Garam Masala Fresh Farm,Fresh Farm,848,17-04-2027,ABC Traders,9869649350,abctraders@suppliermail.com,307,B,5,Recipe & Masalas,10
P059,Masala,Turmeric Daily Choice,Daily Choice,950,22-12-2027,Green Farms,9844071250,greenfarms@suppliermail.com,382,B,5,Recipe & Masalas,10
P060,Masala,Coriander Powder Premium,Premium,387,22-07-2027,Nova Suppliers,9872779445,novasuppliers@suppliermail.com,422,B,5,Recipe & Masalas,10
P061,Masala,Garam Masala Amul,Amul,166,18-10-2027,City Wholesale,9878567128,citywholesale@suppliermail.com,101,B,5,Recipe & Masalas,10
P062,Masala,Turmeric Fresh Farm,Fresh Farm,567,28-05-2027,Green Farms,9814782325,greenfarms@suppliermail.com,281,B,5,Recipe & Masalas,10
P063,Masala,Coriander Powder Classic,Classic,199,17-02-2027,City Wholesale,9812102002,citywholesale@suppliermail.com,332,B,5,Recipe & Masalas,10
P064,Masala,Pepper Premium,Premium,575,04-05-2027,ABC Traders,9810518104,abctraders@suppliermail.com,164,B,5,Recipe & Masalas,10
P065,Masala,Pepper Classic,Classic,605,23-11-2027,Fresh Foods,9813885825,freshfoods@suppliermail.com,328,B,5,Recipe & Masalas,10
P066,Masala,Chilli Powder Naga,Naga,462,16-02-2027,South Agro,9891645763,southagro@suppliermail.com,87,B,5,Recipe & Masalas,10
P067,Masala,Turmeric Fortune,Fortune,145,11-02-2027,South Agro,9898943599,southagro@suppliermail.com,448,B,5,Recipe & Masalas,10
P068,Masala,Coriander Powder SmartBuy,SmartBuy,904,01-04-2027,Fresh Foods,9863790024,freshfoods@suppliermail.com,401,B,5,Recipe & Masalas,10
P069,Masala,Turmeric Daily Choice,Daily Choice,346,28-08-2027,Fresh Foods,9835872973,freshfoods@suppliermail.com,371,B,5,Recipe & Masalas,10
P070,Masala,Chilli Powder Fresh Farm,Fresh Farm,662,08-06-2027,ABC Traders,9886438745,abctraders@suppliermail.com,145,B,5,Recipe & Masalas,10
P071,Masala,Pepper Amul,Amul,56,12-05-2027,City Wholesale,9850649318,citywholesale@suppliermail.com,188,B,5,Recipe & Masalas,10
P072,Masala,Coriander Powder Naga,Naga,46,19-11-2027,City Wholesale,9811977720,citywholesale@suppliermail.com,177,B,5,Recipe & Masalas,10
P073,Masala,Turmeric Fresh Farm,Fresh Farm,332,12-02-2027,ABC Traders,9874342519,abctraders@suppliermail.com,324,B,5,Recipe & Masalas,10
P074,Eggs,Country Eggs Fortune,Fortune,189,25-05-2027,City Wholesale,9865276716,citywholesale@suppliermail.com,328,B,5,Eggs,10
P075,Eggs,Farm Eggs Fortune,Fortune,552,11-02-2027,City Wholesale,9879372012,citywholesale@suppliermail.com,256,B,5,Eggs,10
P076,Eggs,Brown Eggs Naga,Naga,441,05-07-2027,South Agro,9851431988,southagro@suppliermail.com,354,B,5,Eggs,10
P077,Eggs,Country Eggs Fortune,Fortune,183,05-03-2027,Green Farms,9878300179,greenfarms@suppliermail.com,406,B,5,Eggs,10
P078,Eggs,Brown Eggs Premium,Premium,550,05-08-2027,City Wholesale,9870845319,citywholesale@suppliermail.com,54,B,5,Eggs,10
P079,Eggs,Brown Eggs Naga,Naga,315,27-06-2027,South Agro,9895739888,southagro@suppliermail.com,412,B,5,Eggs,10
P080,Eggs,Brown Eggs Fresh Farm,Fresh Farm,553,22-04-2027,Nova Suppliers,9879077094,novasuppliers@suppliermail.com,80,B,5,Eggs,10
P081,Sauces,Soy Sauce Aashirvaad,Aashirvaad,528,20-08-2027,Green Farms,9864186983,greenfarms@suppliermail.com,335,C,6,Hot Sauces ,10
P082,Sauces,Pizza Sauce Naga,Naga,690,01-01-2027,City Wholesale,9852961199,citywholesale@suppliermail.com,282,C,6,Hot Sauces ,10
P083,Sauces,Tomato Ketchup SmartBuy,SmartBuy,885,18-06-2027,Fresh Foods,9890964024,freshfoods@suppliermail.com,486,C,6,Hot Sauces ,10
P084,Sauces,Pizza Sauce SmartBuy,SmartBuy,221,08-07-2027,Nova Suppliers,9814098958,novasuppliers@suppliermail.com,402,C,6,Hot Sauces ,10
P085,Sauces,Chilli Sauce Fresh Farm,Fresh Farm,357,02-12-2027,Nova Suppliers,9897292135,novasuppliers@suppliermail.com,55,C,6,Hot Sauces ,10
P086,Sauces,Chilli Sauce Naga,Naga,682,14-03-2027,ABC Traders,9856044308,abctraders@suppliermail.com,408,C,6,Hot Sauces ,10
P087,Sauces,Tomato Ketchup Fresh Farm,Fresh Farm,85,11-03-2027,ABC Traders,9862640907,abctraders@suppliermail.com,217,C,6,Hot Sauces ,10
P088,Sauces,Tomato Ketchup Fresh Farm,Fresh Farm,467,11-12-2027,Fresh Foods,9868651437,freshfoods@suppliermail.com,137,C,6,Hot Sauces ,10
P089,Sauces,Pizza Sauce Premium,Premium,570,10-10-2027,Green Farms,9870963311,greenfarms@suppliermail.com,308,C,6,Hot Sauces ,10
P090,Sauces,Pizza Sauce Royal,Royal,647,26-04-2027,South Agro,9838637640,southagro@suppliermail.com,212,C,6,Hot Sauces ,10
P091,Sauces,Tomato Ketchup Amul,Amul,295,17-06-2027,City Wholesale,9812964403,citywholesale@suppliermail.com,441,C,6,Hot Sauces ,10
P092,Dry Fruits,Fig Royal,Royal,688,10-02-2027,Nova Suppliers,9879886664,novasuppliers@suppliermail.com,159,C,6,Superfoods,10
P093,Dry Fruits,Raisins Naga,Naga,496,17-04-2027,ABC Traders,9816742048,abctraders@suppliermail.com,250,C,6,Superfoods,10
P094,Dry Fruits,Raisins Naga,Naga,199,07-04-2027,South Agro,9874535885,southagro@suppliermail.com,291,C,6,Superfoods,10
P095,Dry Fruits,Apricot Amul,Amul,635,27-06-2027,City Wholesale,9828547083,citywholesale@suppliermail.com,134,C,6,Superfoods,10
P096,Dry Fruits,Dates Fresh Farm,Fresh Farm,89,20-06-2027,Green Farms,9899698952,greenfarms@suppliermail.com,109,C,6,Superfoods,10
P097,Dry Fruits,Fig Royal,Royal,840,23-02-2027,Fresh Foods,9864494491,freshfoods@suppliermail.com,342,C,6,Superfoods,10
P098,Dry Fruits,Apricot SmartBuy,SmartBuy,541,15-05-2027,ABC Traders,9898264123,abctraders@suppliermail.com,135,C,6,Superfoods,10
P099,Dry Fruits,Raisins Fortune,Fortune,773,25-08-2027,ABC Traders,9815777133,abctraders@suppliermail.com,321,C,6,Superfoods,10
P100,Dry Fruits,Apricot Fresh Farm,Fresh Farm,402,27-01-2027,Fresh Foods,9870116346,freshfoods@suppliermail.com,412,C,6,Superfoods,10
P101,Nuts,Almond,Royal,705,24-08-2027,City Wholesale,9832702326,citywholesale@suppliermail.com,127,C,6,Superfoods,10
P102,Nuts,Almond,Premium,352,02-10-2027,City Wholesale,9884514639,citywholesale@suppliermail.com,401,C,6,Superfoods,10
P103,Nuts,Cashew,Royal,960,13-09-2027,Green Farms,9867586002,greenfarms@suppliermail.com,111,C,6,Superfoods,10
P104,Nuts,Pistachio,Fresh Farm,287,16-04-2027,City Wholesale,9845888531,citywholesale@suppliermail.com,214,C,6,Superfoods,10
P105,Nuts,Cashew,SmartBuy,615,14-05-2027,South Agro,9824018510,southagro@suppliermail.com,93,C,6,Superfoods,10
P106,Nuts,Walnut,SmartBuy,589,08-04-2027,South Agro,9873945567,southagro@suppliermail.com,48,C,6,Superfoods,10
P107,Nuts,Pistachio,Premium,251,26-02-2027,Fresh Foods,9857829750,freshfoods@suppliermail.com,440,C,6,Superfoods,10
P108,Instant Foods,Noodles,Daily Choice,304,03-06-2027,Nova Suppliers,9852620870,novasuppliers@suppliermail.com,87,C,6,Ready-to-Eat ,10
P109,Instant Foods,Upma Mix,Premium,905,21-09-2027,City Wholesale,9846439056,citywholesale@suppliermail.com,271,C,6,Ready-to-Eat ,10
P110,Instant Foods,Soup Mix,Classic,162,23-02-2027,City Wholesale,9864769455,citywholesale@suppliermail.com,401,C,6,Ready-to-Eat ,10
P111,Instant Foods,Soup Mix,Premium,923,06-08-2027,City Wholesale,9879568475,citywholesale@suppliermail.com,428,C,6,Ready-to-Eat ,10
P112,Instant Foods,Noodles,Classic,370,07-07-2027,ABC Traders,9879018182,abctraders@suppliermail.com,45,C,6,Ready-to-Eat ,10
P113,Instant Foods,Pasta,Amul,474,06-07-2027,ABC Traders,9896242843,abctraders@suppliermail.com,48,C,6,Ready-to-Eat ,10
P114,Instant Foods,Upma Mix,Aashirvaad,562,03-01-2027,City Wholesale,9899667590,citywholesale@suppliermail.com,355,C,6,Ready-to-Eat ,10
P115,Instant Foods,Soup Mix,Classic,898,28-04-2027,City Wholesale,9829877280,citywholesale@suppliermail.com,78,C,6,Ready-to-Eat ,10
P116,Instant Foods,Soup Mix,Aashirvaad,147,04-03-2027,City Wholesale,9830048883,citywholesale@suppliermail.com,250,C,6,Ready-to-Eat ,10
P117,Instant Foods,Pasta,Fortune,665,12-01-2027,Nova Suppliers,9881599493,novasuppliers@suppliermail.com,419,C,6,Ready-to-Eat ,10
P118,Instant Foods,Upma Mix,SmartBuy,311,08-01-2027,ABC Traders,9899782748,abctraders@suppliermail.com,58,C,6,Ready-to-Eat ,10
P119,Instant Foods,Upma Mix,Premium,141,22-03-2027,Nova Suppliers,9833834945,novasuppliers@suppliermail.com,210,C,6,Ready-to-Eat ,10
P120,Women's Napkins,XL Pads,Classic,54,20-07-2027,South Agro,9827832419,southagro@suppliermail.com,120,D,7,Sanitary Pads,10
P121,Women's Napkins,Regular Pads,Aashirvaad,711,17-08-2027,ABC Traders,9872563247,abctraders@suppliermail.com,61,D,7,Sanitary Pads,10
P122,Women's Napkins,Regular Pads,Classic,463,23-01-2027,ABC Traders,9835754944,abctraders@suppliermail.com,315,D,7,Sanitary Pads,10
P123,Women's Napkins,XL Pads,Premium,195,07-02-2027,South Agro,9898398807,southagro@suppliermail.com,49,D,7,Sanitary Pads,10
P124,Women's Napkins,XL Pads,SmartBuy,898,04-03-2027,Fresh Foods,9868715359,freshfoods@suppliermail.com,46,D,7,Sanitary Pads,10
P125,Women's Napkins,XL Pads,Aashirvaad,633,01-03-2027,ABC Traders,9899910425,abctraders@suppliermail.com,424,D,7,Sanitary Pads,10
P126,Women's Napkins,Night Pads,Fresh Farm,122,03-02-2027,Nova Suppliers,9880303056,novasuppliers@suppliermail.com,198,D,7,Sanitary Pads,10
P127,Women's Napkins,Night Pads,Daily Choice,261,17-10-2027,ABC Traders,9861137042,abctraders@suppliermail.com,24,D,7,Sanitary Pads,10
P128,Women's Napkins,Regular Pads,Fortune,715,07-10-2027,Fresh Foods,9853865796,freshfoods@suppliermail.com,495,D,7,Sanitary Pads,10
P129,Pharma,Paracetamol,Amul,658,11-02-2027,Nova Suppliers,9821424547,novasuppliers@suppliermail.com,216,D,7,First Aid Essentials,10
P130,Pharma,Bandage,Premium,518,15-03-2027,Fresh Foods,9867324623,freshfoods@suppliermail.com,317,D,7,First Aid Essentials,10
P131,Pharma,Bandage,Royal,891,14-12-2027,City Wholesale,9826382962,citywholesale@suppliermail.com,26,D,7,First Aid Essentials,10
P132,Pharma,Bandage,Royal,509,22-05-2027,City Wholesale,9842322150,citywholesale@suppliermail.com,289,D,7,First Aid Essentials,10
P133,Pharma,Antiseptic,Amul,151,20-05-2027,City Wholesale,9826303593,citywholesale@suppliermail.com,404,D,7,First Aid Essentials,10
P134,Biscuits,Good Day,Royal,388,17-07-2027,Green Farms,9830398861,greenfarms@suppliermail.com,219,D,8,Snacks,10
P135,Biscuits,Crackers,Naga,171,01-01-2027,Green Farms,9861936869,greenfarms@suppliermail.com,171,D,8,Snacks,10
P136,Biscuits,Marie,Daily Choice,901,05-12-2027,Nova Suppliers,9840962540,novasuppliers@suppliermail.com,467,D,8,Snacks,10
P137,Biscuits,Good Day,Naga,762,03-06-2027,Fresh Foods,9838661501,freshfoods@suppliermail.com,20,D,8,Snacks,10
P138,Biscuits,Oreo,Royal,391,21-01-2027,City Wholesale,9881388109,citywholesale@suppliermail.com,371,D,8,Snacks,10
P139,Biscuits,Marie,SmartBuy,933,13-10-2027,Nova Suppliers,9880124520,novasuppliers@suppliermail.com,404,D,8,Snacks,10
P140,Biscuits,Good Day,Fortune,52,06-09-2027,Fresh Foods,9871534470,freshfoods@suppliermail.com,90,D,8,Snacks,10
P141,Biscuits,Oreo,Naga,423,04-02-2027,South Agro,9891039163,southagro@suppliermail.com,289,D,8,Snacks,10
P142,Biscuits,Marie,Royal,511,03-02-2027,Green Farms,9887527675,greenfarms@suppliermail.com,240,D,8,Snacks,10
P143,Biscuits,Good Day,Classic,883,28-01-2027,South Agro,9813396017,southagro@suppliermail.com,472,D,8,Snacks,10
P144,Biscuits,Good Day,Amul,207,19-04-2027,ABC Traders,9896073124,abctraders@suppliermail.com,405,D,8,Snacks,10
P145,Bakery,Bun,Daily Choice,980,11-08-2027,City Wholesale,9898532590,citywholesale@suppliermail.com,478,D,8,Snacks,10
P146,Bakery,Bread,Naga,356,01-09-2027,Green Farms,9847043936,greenfarms@suppliermail.com,179,D,8,Snacks,10
P147,Bakery,Cake,Daily Choice,250,20-06-2027,Green Farms,9853327506,greenfarms@suppliermail.com,457,D,8,Snacks,10
P148,Bakery,Cake,SmartBuy,823,26-11-2027,City Wholesale,9818756993,citywholesale@suppliermail.com,373,D,8,Snacks,10
P149,Bakery,Bun,Premium,36,24-01-2027,City Wholesale,9844007213,citywholesale@suppliermail.com,58,D,8,Snacks,10
P150,Bakery,Cake,Amul,677,24-12-2027,Fresh Foods,9851419069,freshfoods@suppliermail.com,449,D,8,Snacks,10
P151,Bakery,Bun,SmartBuy,422,24-09-2027,Fresh Foods,9873951570,freshfoods@suppliermail.com,348,D,8,Snacks,10
P152,Bakery,Rusk,Fortune,643,27-11-2027,Green Farms,9857958114,greenfarms@suppliermail.com,268,D,8,Snacks,10
P153,Bakery,Bun,Aashirvaad,599,03-02-2027,Fresh Foods,9823861751,freshfoods@suppliermail.com,258,D,8,Snacks,10
P154,Bakery,Bread,Classic,315,10-07-2027,Green Farms,9846487073,greenfarms@suppliermail.com,198,D,8,Snacks,10
P155,Bakery,Cake,Premium,474,24-08-2027,Green Farms,9812917436,greenfarms@suppliermail.com,156,D,8,Snacks,10
P156,Chips,Banana Chips,SmartBuy,39,01-05-2027,Fresh Foods,9841626717,freshfoods@suppliermail.com,20,D,9,Snacks,10
P157,Chips,Potato Chips,Fortune,439,08-08-2027,ABC Traders,9833297109,abctraders@suppliermail.com,404,D,9,Snacks,10
P158,Chips,Banana Chips,Fresh Farm,104,03-07-2027,City Wholesale,9863466303,citywholesale@suppliermail.com,228,D,9,Snacks,10
P159,Chips,Potato Chips,SmartBuy,930,06-05-2027,City Wholesale,9852631681,citywholesale@suppliermail.com,443,D,9,Snacks,10
P160,Chips,Banana Chips,Premium,182,14-03-2027,South Agro,9843132015,southagro@suppliermail.com,477,D,9,Snacks,10
P161,Chips,Nachos,Royal,914,14-10-2027,Fresh Foods,9836241785,freshfoods@suppliermail.com,282,D,9,Snacks,10
P162,Chips,Potato Chips,Royal,434,25-09-2027,Fresh Foods,9851424970,freshfoods@suppliermail.com,322,D,9,Snacks,10
P163,Chips,Potato Chips,Amul,469,04-05-2027,Nova Suppliers,9894219388,novasuppliers@suppliermail.com,95,D,9,Snacks,10
P164,Chips,Banana Chips,Daily Choice,750,09-07-2027,ABC Traders,9851580179,abctraders@suppliermail.com,486,D,9,Snacks,10
P165,Chips,Potato Chips,Fresh Farm,893,08-05-2027,ABC Traders,9884317651,abctraders@suppliermail.com,298,D,9,Snacks,10
P166,Chips,Nachos,SmartBuy,399,05-10-2027,City Wholesale,9881283488,citywholesale@suppliermail.com,234,D,9,Snacks,10
P167,Chips,Potato Chips,Daily Choice,905,07-06-2027,ABC Traders,9895641745,abctraders@suppliermail.com,208,D,9,Snacks,10
P168,Drinks,Energy Drink,Aashirvaad,62,04-07-2027,Fresh Foods,9860085347,freshfoods@suppliermail.com,192,D,9,Snacks,10
P169,Drinks,Orange Drink,Classic,385,27-03-2027,Nova Suppliers,9821446981,novasuppliers@suppliermail.com,42,D,9,Snacks,10
P170,Drinks,Energy Drink,Classic,524,06-02-2027,Nova Suppliers,9897101061,novasuppliers@suppliermail.com,149,D,9,Snacks,10
P171,Drinks,Cola,Amul,829,03-10-2027,Green Farms,9824145151,greenfarms@suppliermail.com,282,D,9,Snacks,10
P172,Drinks,Cola,Royal,378,27-10-2027,Nova Suppliers,9870057436,novasuppliers@suppliermail.com,205,D,9,Snacks,10
P173,Drinks,Orange Drink,Aashirvaad,30,28-08-2027,Fresh Foods,9810007879,freshfoods@suppliermail.com,337,D,9,Snacks,10
P174,Drinks,Cola,Amul,457,02-06-2027,Nova Suppliers,9854086180,novasuppliers@suppliermail.com,433,D,9,Snacks,10
P175,Drinks,Energy Drink,Naga,836,17-09-2027,Green Farms,9825239575,greenfarms@suppliermail.com,413,D,9,Snacks,10
P176,Drinks,Cola,Daily Choice,526,05-06-2027,ABC Traders,9890612566,abctraders@suppliermail.com,226,D,9,Snacks,10
P177,Drinks,Cola,Naga,968,22-11-2027,Nova Suppliers,9811334087,novasuppliers@suppliermail.com,430,D,9,Snacks,10
P178,Drinks,Cola,Fortune,68,08-03-2027,Nova Suppliers,9856322316,novasuppliers@suppliermail.com,419,D,9,Snacks,10
P179,Drinks,Mango Drink,Naga,842,20-12-2027,ABC Traders,9835465487,abctraders@suppliermail.com,196,D,9,Snacks,10
P180,Drinks,Mango Drink,Amul,915,10-11-2027,City Wholesale,9854352041,citywholesale@suppliermail.com,444,D,9,Snacks,10
P181,Drinks,Mango Drink,SmartBuy,112,25-02-2027,Nova Suppliers,9827669170,novasuppliers@suppliermail.com,227,D,9,Snacks,10
P182,Drinks,Cola,Aashirvaad,727,03-01-2027,Green Farms,9838097187,greenfarms@suppliermail.com,281,D,9,Snacks,10
P183,Ice Creams,Strawberry,Daily Choice,20,06-01-2027,Green Farms,9877301917,greenfarms@suppliermail.com,488,Frezzer Box,Frezzer Box,Desserts,10
P184,Ice Creams,Strawberry,Fresh Farm,97,12-08-2027,Nova Suppliers,9836410466,novasuppliers@suppliermail.com,439,Frezzer Box,Frezzer Box,Desserts,10
P185,Ice Creams,Butterscotch,Fortune,957,01-11-2027,ABC Traders,9858620838,abctraders@suppliermail.com,168,Frezzer Box,Frezzer Box,Desserts,10
P186,Ice Creams,Strawberry,SmartBuy,712,03-10-2027,City Wholesale,9842529966,citywholesale@suppliermail.com,474,Frezzer Box,Frezzer Box,Desserts,10
P187,Ice Creams,Vanilla,Naga,926,25-10-2027,Green Farms,9820053990,greenfarms@suppliermail.com,20,Frezzer Box,Frezzer Box,Desserts,10
P188,Ice Creams,Butterscotch,Fresh Farm,341,27-06-2027,City Wholesale,9836322314,citywholesale@suppliermail.com,418,Frezzer Box,Frezzer Box,Desserts,10
